,year,parent_name,cmpy,newid,Ucmpy,score,gvkey
365,1991,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
366,1992,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
367,1993,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
368,1994,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
369,1995,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
370,1996,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
371,1997,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
372,1998,AEROQUIP-VICKERS INC,AEROQUIPVICKERS,180,AEROQUIPVICKERS,1,6701
373,1997,AES CORP,AES,184,AES,1,24216
374,1998,AES CORP,AES,184,AES,1,24216
375,1999,AES CORP,AES,184,AES,1,24216
376,2000,AES CORP,AES,184,AES,1,24216
377,2001,AES CORP,AES,184,AES,1,24216
378,2002,AES CORP,AES,184,AES,1,24216
379,2003,AES CORP,AES,184,AES,1,24216
380,2004,AES CORP,AES,184,AES,1,24216
381,2005,AES CORP,AES,184,AES,1,24216
382,2006,AES CORP,AES,184,AES,1,24216
383,2007,AES CORP,AES,184,AES,1,24216
384,2008,AES CORP,AES,184,AES,1,24216
385,2009,AES CORP,AES,184,AES,1,24216
386,2010,AES CORP,AES,184,AES,1,24216
387,2011,AES CORP,AES,184,AES,1,24216
388,2012,AES CORP,AES,184,AES,1,24216
389,2013,AES CORP,AES,184,AES,1,24216
390,2014,AES CORP,AES,184,AES,1,24216
391,1987,AFG INDUSTRIES INC,AFGIND,191,AFGIND,1,1020
392,1988,AFG INDUSTRIES INC,AFGIND,191,AFGIND,1,1020
393,1989,AFG INDUSTRIES INC,AFGIND,191,AFGIND,1,1020
394,1991,AGCO CORP,AGCO,199,AGCO,1,25180
395,1991,AGCO INC,AGCO,199,AGCO,1,25180
396,1992,AGCO CORP,AGCO,199,AGCO,1,25180
397,1992,AGCO INC,AGCO,199,AGCO,1,25180
398,1993,AGCO CORP,AGCO,199,AGCO,1,25180
399,1993,AGCO INC,AGCO,199,AGCO,1,25180
400,1994,AGCO CORP,AGCO,199,AGCO,1,25180
401,1994,AGCO INC,AGCO,199,AGCO,1,25180
402,1995,AGCO INC,AGCO,199,AGCO,1,25180
403,1995,AGCO CORP,AGCO,199,AGCO,1,25180
404,1996,AGCO INC,AGCO,199,AGCO,1,25180
405,1996,AGCO CORP,AGCO,199,AGCO,1,25180
406,1997,AGCO CORP,AGCO,199,AGCO,1,25180
407,1997,AGCO INC,AGCO,199,AGCO,1,25180
408,1998,AGCO CORP,AGCO,199,AGCO,1,25180
409,1998,AGCO INC,AGCO,199,AGCO,1,25180
410,1999,AGCO CORP,AGCO,199,AGCO,1,25180
411,1999,AGCO INC,AGCO,199,AGCO,1,25180
412,2000,AGCO INC,AGCO,199,AGCO,1,25180
413,2000,AGCO CORP,AGCO,199,AGCO,1,25180
414,2001,AGCO CORP,AGCO,199,AGCO,1,25180
415,2001,AGCO INC,AGCO,199,AGCO,1,25180
416,2002,AGCO INC,AGCO,199,AGCO,1,25180
417,2002,AGCO CORP,AGCO,199,AGCO,1,25180
418,2003,AGCO INC,AGCO,199,AGCO,1,25180
419,2004,AGCO INC,AGCO,199,AGCO,1,25180
420,2005,AGCO INC,AGCO,199,AGCO,1,25180
421,2006,AGCO INC,AGCO,199,AGCO,1,25180
422,2007,AGCO INC,AGCO,199,AGCO,1,25180
423,2008,AGCO INC,AGCO,199,AGCO,1,25180
424,2009,AGCO INC,AGCO,199,AGCO,1,25180
425,2010,AGCO INC,AGCO,199,AGCO,1,25180
426,2011,AGCO INC,AGCO,199,AGCO,1,25180
427,2012,AGCO INC,AGCO,199,AGCO,1,25180
428,2013,AGCO INC,AGCO,199,AGCO,1,25180
429,2014,AGCO INC,AGCO,199,AGCO,1,25180
430,1999,AGERE SYSTEMS,AGERESYSTEMS,201,AGERESYSTEMS,1,141845
431,2000,AGERE SYSTEMS,AGERESYSTEMS,201,AGERESYSTEMS,1,141845
432,2001,AGERE SYSTEMS,AGERESYSTEMS,201,AGERESYSTEMS,1,141845
433,2002,AGERE SYSTEMS,AGERESYSTEMS,201,AGERESYSTEMS,1,141845
434,2003,AGERE SYSTEMS,AGERESYSTEMS,201,AGERESYSTEMS,1,141845
435,2004,AGERE SYSTEMS,AGERESYSTEMS,201,AGERESYSTEMS,1,141845
436,2005,AGERE SYSTEMS,AGERESYSTEMS,201,AGERESYSTEMS,1,141845
437,1998,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
438,1999,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
439,2000,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
440,2001,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
441,2002,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
442,2003,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
443,2004,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
444,2005,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
445,2006,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
446,2007,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
447,2008,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
448,2009,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
449,2010,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
450,2011,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
451,2012,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
452,2013,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
453,2014,AGILENT TECHNOLOGIES INC,AGILENTTECH,205,AGILENTTECH,1,126554
454,1987,AGWAY INC,AGWAY,222,AGWAY,1,1193
455,1988,AGWAY INC,AGWAY,222,AGWAY,1,1193
456,1989,AGWAY INC,AGWAY,222,AGWAY,1,1193
457,1990,AGWAY INC,AGWAY,222,AGWAY,1,1193
458,1991,AGWAY INC,AGWAY,222,AGWAY,1,1193
459,1992,AGWAY INC,AGWAY,222,AGWAY,1,1193
460,1993,AGWAY INC,AGWAY,222,AGWAY,1,1193
461,1994,AGWAY INC,AGWAY,222,AGWAY,1,1193
462,1995,AGWAY INC,AGWAY,222,AGWAY,1,1193
463,1996,AGWAY INC,AGWAY,222,AGWAY,1,1193
464,1997,AGWAY INC,AGWAY,222,AGWAY,1,1193
465,1998,AGWAY INC,AGWAY,222,AGWAY,1,1193
466,1999,AGWAY INC,AGWAY,222,AGWAY,1,1193
467,2000,AGWAY INC,AGWAY,222,AGWAY,1,1193
468,1987,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
469,1988,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
470,1989,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
471,1990,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
472,1991,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
473,1992,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
474,1993,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
475,1994,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
476,1995,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
477,1996,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
478,1996,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
479,1997,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
480,1998,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
481,1999,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
482,2000,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
483,2000,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
484,2001,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
485,2001,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
486,2002,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
487,2002,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
488,2003,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
489,2003,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
490,2004,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
491,2004,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
492,2005,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
493,2005,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
494,2006,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
495,2006,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
496,2007,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
497,2007,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
498,2008,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
499,2008,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
500,2009,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
501,2009,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
502,2010,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
503,2010,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
504,2011,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
505,2011,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
506,2012,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
507,2012,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
508,2013,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
509,2013,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
510,2014,AIRGAS INC,AIRGAS,248,AIRGAS,1,12950
511,2014,AIRGAS INC.,AIRGAS,248,AIRGAS,1,12950
512,1987,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
513,1988,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
514,1989,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
515,1990,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
516,1991,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
517,1992,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
518,1993,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
519,1994,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
520,1995,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
521,1996,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
522,1997,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
523,1998,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
524,1999,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
525,2000,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
526,2001,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
527,2002,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
528,2003,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
529,2004,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
530,2005,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
531,2006,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
532,2007,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
533,2008,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
534,2009,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
535,2010,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
536,2011,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
537,2012,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
538,2012,AIR PRODUCTS& CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
539,2012,AIR PRODUCTS & CHEMICALS INC.,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
540,2013,AIR PRODUCTS & CHEMICALS INC.,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
541,2013,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
542,2014,AIR PRODUCTS & CHEMICALS INC,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
543,2014,AIR PRODUCTS & CHEMICALS INC.,AIRPRODCHEM,266,AIRPRODCHEM,1,1209
544,1995,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
545,1996,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
546,1997,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
547,1997,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
548,1998,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
549,1998,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
550,1999,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
551,1999,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
552,2000,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
553,2000,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
554,2001,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
555,2001,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
556,2002,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
557,2002,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
558,2003,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
559,2003,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
560,2004,AIRXCEL,AIRXCEL,271,AIRXCEL,1,145974
561,2004,AIRXCEL INC,AIRXCEL,271,AIRXCEL,1,145974
562,1993,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
563,1994,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
564,1995,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
565,1996,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
566,1997,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
567,1998,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
568,1999,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
569,2000,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
570,2001,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
571,2002,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
572,2003,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
573,2004,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
574,2005,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
575,2006,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
576,2007,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
577,2008,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
578,2009,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
579,2010,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
580,2011,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
581,2012,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
582,2013,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
583,2014,AK STEEL HOLDING CORP,AKSTEELHOLDING,293,AKSTEELHOLDING,1,29968
584,1992,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
585,1993,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
586,1994,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
587,1995,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
588,1996,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
589,1997,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
590,1998,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
591,1999,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
592,2000,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
593,2001,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
594,2002,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
595,2003,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
596,2004,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
597,2005,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
598,2006,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
599,2007,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
600,2008,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
601,2009,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
602,2010,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
603,2011,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
604,2012,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
605,2013,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
606,2014,ALBEMARLE CORP,ALBEMARLE,309,ALBEMARLE,1,29751
607,1987,ALCOA,ALCOA,323,ALCOA,1,14963
608,1987,ALCOA INC,ALCOA,323,ALCOA,1,14963
609,1988,ALCOA INC,ALCOA,323,ALCOA,1,14963
610,1988,ALCOA,ALCOA,323,ALCOA,1,14963
611,1989,ALCOA,ALCOA,323,ALCOA,1,14963
612,1989,ALCOA INC,ALCOA,323,ALCOA,1,14963
613,1990,ALCOA INC,ALCOA,323,ALCOA,1,14963
614,1990,ALCOA,ALCOA,323,ALCOA,1,14963
615,1990,ALCOA  INC,ALCOA,323,ALCOA,1,14963
616,1991,ALCOA INC.,ALCOA,323,ALCOA,1,14963
617,1991,ALCOA INC,ALCOA,323,ALCOA,1,14963
618,1991,ALCOA  INC,ALCOA,323,ALCOA,1,14963
619,1991,ALCOA,ALCOA,323,ALCOA,1,14963
620,1992,ALCOA  INC,ALCOA,323,ALCOA,1,14963
621,1992,ALCOA,ALCOA,323,ALCOA,1,14963
622,1992,ALCOA INC,ALCOA,323,ALCOA,1,14963
623,1992,ALCOA INC.,ALCOA,323,ALCOA,1,14963
624,1993,ALCOA INC.,ALCOA,323,ALCOA,1,14963
625,1993,ALCOA,ALCOA,323,ALCOA,1,14963
626,1993,ALCOA INC,ALCOA,323,ALCOA,1,14963
627,1993,ALCOA  INC,ALCOA,323,ALCOA,1,14963
628,2011,ALCOA INC,ALCOA,323,ALCOA,1,27638
629,2011,ALCOA INC.,ALCOA,323,ALCOA,1,27638
630,2012,ALCOA INC.,ALCOA,323,ALCOA,1,27638
631,2012,ALCOA INC,ALCOA,323,ALCOA,1,27638
632,2013,ALCOA INC.,ALCOA,323,ALCOA,1,27638
633,2013,ALCOA INC,ALCOA,323,ALCOA,1,27638
634,2014,ALCOA INC,ALCOA,323,ALCOA,1,27638
635,2014,ALCOA INC.,ALCOA,323,ALCOA,1,27638
636,1992,ALDILA INC,ALDILA,331,ALDILA,1,28388
637,1993,ALDILA INC,ALDILA,331,ALDILA,1,28388
638,1994,ALDILA INC,ALDILA,331,ALDILA,1,28388
639,2006,ALERE INC,ALERE,335,ALERE,1,146156
640,2007,ALERE INC,ALERE,335,ALERE,1,146156
641,2008,ALERE INC,ALERE,335,ALERE,1,146156
642,2011,ALERE INC,ALERE,335,ALERE,1,146156
643,2012,ALERE INC,ALERE,335,ALERE,1,146156
644,2013,ALERE INC,ALERE,335,ALERE,1,146156
645,2014,ALERE INC,ALERE,335,ALERE,1,146156
646,1998,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
647,1999,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
648,2000,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
649,2001,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
650,2002,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
651,2003,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
652,2004,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
653,2005,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
654,2006,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
655,2007,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
656,2008,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
657,2009,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
658,2010,ALLEGHENY ENERGY INC,ALLEGHENYENERGY,367,ALLEGHENYENERGY,1,1279
659,1987,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
660,1988,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
661,1989,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
662,1990,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
663,1991,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
664,1992,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
665,1993,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
666,1994,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
667,1995,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
668,1996,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
669,1997,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
670,1998,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
671,1999,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
672,2000,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
673,2001,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
674,2002,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
675,2003,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
676,2004,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
677,2005,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
678,2006,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
679,2007,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
680,2008,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
681,2009,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
682,2010,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
683,2011,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
684,2012,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
685,2013,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
686,2014,ALLEGHENY TECHNOLOGIES INC,ALLEGHENYTECH,371,ALLEGHENYTECH,1,10405
687,1993,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
688,1994,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
689,1995,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
690,1996,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
691,1997,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
692,1998,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
693,1999,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
694,2000,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
695,2001,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
696,2002,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
697,2006,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
698,2007,ALLEGRO BIODIESEL,ALLEGROBIODIESEL,376,ALLEGROBIODIESEL,1,28691
699,1995,ALLEN TELECOM INC,ALLENTELECOM,380,ALLENTELECOM,1,1281
700,1996,ALLEN TELECOM INC,ALLENTELECOM,380,ALLENTELECOM,1,1281
